Age Gender University_GPA Internships_Completed Soft_Skills_Score Networking_Score Job_Offers Starting_Salary Career_Satisfaction
21 Female 2.33 2 10 4 2 58500.0 7
18 Female 2.99 2 7 4 1 54300.0 5
24 Male 2.82 1 5 7 3 83000.0 7
24 Female 3.78 4 5 6 0 37800.0 6
21 Male 2.02 2 6 3 0 55500.0 5
20 Male 3.95 4 2 8 4 50100.0 3
25 Male 3.25 3 1 2 1 25000.0 10
22 Male 2.3 0 1 1 5 40600.0 2
27 Female 2.09 1 3 2 1 28800.0 3
24 Male 3.08 4 1 9 3 62500.0 2
21 Male 2.47 0 9 5 5 31100.0 3
21 Male 2.6 1 10 5 0 29400.0 2
25 Female 2.49 0 5 6 1 46900.0 1
25 Female 3.3 2 9 3 4 44800.0 9
19 Male 3.11 2 5 1 0 44000.0 10
19 Male 2.16 0 1 8 1 33700.0 5
20 Male 3.05 1 7 7 3 63400.0 9
29 Male 3.58 0 7 8 3 47400.0 8
29 Female 2.16 3 4 9 5 64600.0 7
20 Female 3.78 1 3 2 3 35200.0 6
18 Male 3.16 1 1 5 3 40400.0 4
20 Male 3.9 0 7 2 0 36900.0 10
23 Male 2.3 4 5 8 0 49600.0 10
25 Female 3.99 0 10 4 1 39900.0 7
29 Male 3.29 4 1 4 4 66200.0 7
27 Other 3.13 1 1 10 2 25000.0 1
23 Female 3.03 2 3 8 2 75300.0 9
22 Male 2.05 2 3 7 3 45500.0 4
21 Female 3.88 0 2 1 1 38400.0 7
20 Female 3.29 4 8 7 2 77600.0 9
21 Female 2.18 0 8 10 2 48500.0 2
24 Male 2.04 3 6 3 2 45500.0 8
18 Male 2.1 0 5 5 2 40700.0 4
24 Female 3.22 0 6 8 5 46000.0 4
18 Female 3.23 0 1 6 2 57300.0 3
19 Female 3.0 0 2 8 5 57800.0 10
21 Female 2.61 4 7 5 5 32100.0 4
18 Female 3.06 4 1 10 1 32500.0 9
28 Female 3.03 4 8 9 2 65400.0 1
29 Male 2.04 3 3 6 2 42100.0 9
28 Female 2.56 3 4 9 5 49100.0 10
28 Female 2.11 0 7 4 1 51800.0 9
26 Female 3.8 4 10 2 0 72000.0 1
29 Female 3.45 3 7 8 0 69800.0 9
23 Male 3.99 2 2 5 0 55100.0 6
18 Female 2.6 0 5 2 2 39900.0 8
18 Female 3.76 1 8 6 1 84700.0 8
23 Male 3.21 4 9 3 0 60500.0 8
21 Male 2.91 0 5 1 3 70500.0 8
21 Male 2.45 0 2 6 3 46400.0 1
28 Male 3.48 1 4 8 1 32700.0 1
23 Male 3.81 2 5 1 2 57600.0 7
29 Male 2.47 3 6 3 5 50300.0 9
28 Female 2.35 3 6 6 0 74800.0 10
24 Female 3.39 1 1 10 2 48500.0 8
26 Female 3.95 1 6 3 5 43300.0 5
27 Female 3.5 3 10 7 0 69300.0 8
22 Male 2.57 2 1 6 4 43700.0 9
26 Male 2.84 2 5 9 4 45900.0 7
21 Female 2.77 0 7 6 2 26800.0 10
27 Male 3.7 1 8 7 3 66900.0 3
19 Other 3.54 1 5 2 2 47300.0 9
20 Female 3.18 1 2 10 0 32300.0 5
28 Female 2.55 3 3 4 2 67400.0 8
18 Other 3.88 3 7 5 2 46000.0 1
23 Male 3.31 3 10 2 0 77300.0 1
23 Male 3.94 2 4 10 3 69200.0 3
18 Female 3.16 3 1 10 4 31900.0 2
28 Male 3.64 0 3 10 5 60800.0 5
20 Female 3.63 3 10 7 0 65800.0 9
22 Male 2.67 2 2 4 2 25000.0 9
20 Female 3.93 1 9 9 1 46100.0 8
27 Female 2.04 0 1 8 2 41900.0 5
20 Female 3.54 2 9 10 5 66300.0 3
27 Male 3.93 4 10 9 2 36500.0 6
20 Male 2.68 1 5 8 1 54000.0 8
22 Female 3.3 3 6 5 5 79000.0 6
22 Male 3.12 2 6 9 2 25000.0 7
21 Female 3.52 4 6 5 1 51400.0 7
18 Female 3.73 2 9 8 2 51900.0 7
22 Female 3.21 3 9 4 3 25000.0 9
27 Female 3.63 2 10 5 5 25000.0 9
22 Male 2.62 4 7 4 4 63000.0 1
21 Female 2.46 2 3 2 3 49200.0 3
23 Female 2.86 0 7 4 0 52900.0 5
27 Male 3.36 0 5 5 0 47800.0 4
21 Other 2.37 3 9 6 2 68700.0 1
24 Male 3.36 4 8 4 0 86000.0 1
24 Male 2.79 4 10 10 0 66700.0 4
19 Male 3.59 4 6 4 2 25000.0 5
20 Female 2.07 4 5 6 2 49500.0 4
18 Male 3.34 4 10 7 4 71200.0 2
25 Female 3.3 1 2 7 1 43600.0 5
26 Female 3.88 2 3 4 2 71300.0 10
21 Male 3.43 4 3 5 4 44900.0 3
23 Male 3.59 0 4 3 3 31200.0 7
26 Female 3.81 2 3 5 0 60800.0 4
23 Male 3.35 3 7 10 1 56900.0 2
29 Female 2.58 3 6 5 5 41000.0 8
29 Male 3.74 4 8 4 3 69500.0 10
29 Female 3.5 1 2 6 2 25000.0 2
26 Female 2.85 1 2 5 3 65800.0 7
21 Male 3.42 2 1 8 5 41800.0 8
25 Male 3.74 1 5 2 4 76400.0 10
26 Male 3.95 3 7 6 2 62300.0 3
21 Male 3.9 4 9 2 2 44800.0 6
22 Female 2.65 0 5 6 1 35500.0 4
25 Female 2.84 3 1 4 4 25700.0 2
29 Male 2.22 3 3 1 0 48800.0 8
27 Female 2.5 2 8 6 3 50800.0 2
23 Female 3.76 1 3 3 5 65800.0 9
29 Male 2.72 0 7 7 1 39200.0 9
24 Male 3.24 0 10 3 5 55500.0 8
20 Female 3.33 1 3 10 1 44700.0 10
24 Female 3.56 4 2 4 2 72500.0 3
29 Female 2.37 1 10 9 3 48100.0 8
25 Female 2.61 4 6 7 1 39000.0 5
27 Male 2.9 0 2 4 2 32000.0 10
23 Female 2.73 2 10 2 2 43200.0 5
27 Female 3.97 3 5 5 4 46500.0 2
26 Female 3.67 0 5 8 2 47000.0 3
23 Male 2.96 0 5 2 0 56400.0 8
29 Male 3.76 0 6 9 4 45000.0 1
26 Male 2.7 3 3 5 4 37500.0 4
21 Female 3.57 4 10 6 0 43700.0 6
25 Male 2.45 2 5 7 0 46700.0 9
28 Male 3.54 2 8 9 5 41500.0 8
21 Male 2.91 2 4 7 1 25800.0 10
19 Male 2.21 4 5 4 5 27200.0 5
27 Female 2.55 1 1 5 1 25000.0 7
28 Female 2.8 1 1 3 5 52500.0 8
26 Female 3.5 2 8 1 0 56800.0 9
22 Male 2.15 0 2 3 1 37400.0 3
21 Female 3.32 0 10 1 0 57300.0 8
19 Male 3.43 3 10 5 0 44200.0 3
18 Male 3.31 1 7 7 5 47800.0 1
28 Male 3.52 0 7 9 2 30400.0 4
24 Male 2.36 2 9 4 1 68700.0 7
23 Male 3.17 3 1 10 4 73900.0 9
19 Female 3.88 1 2 10 4 54900.0 10
25 Female 3.22 3 1 1 1 38600.0 7
28 Female 3.22 0 1 7 1 51400.0 10
21 Male 3.47 2 4 3 1 38400.0 5
25 Male 2.67 2 8 1 1 29900.0 1
24 Male 3.4 2 10 4 2 60600.0 1
22 Other 3.83 0 8 9 0 35100.0 9
27 Female 2.02 4 9 6 1 37200.0 4
27 Female 3.74 2 2 6 5 25000.0 3
29 Male 2.44 4 7 7 1 66000.0 5
25 Female 2.91 2 4 1 0 72600.0 7
26 Male 3.7 4 3 5 0 61000.0 7
22 Female 3.65 1 4 4 0 62200.0 5
27 Female 3.78 1 4 4 5 29900.0 8
22 Other 3.88 2 3 7 3 46100.0 5
19 Female 2.89 3 9 2 4 60900.0 10
22 Male 3.31 3 8 5 5 35400.0 4
20 Female 2.78 0 10 7 1 43900.0 6
24 Female 2.7 1 2 3 2 25500.0 3
27 Male 2.86 1 3 2 2 45500.0 4
22 Male 3.49 3 10 1 0 47300.0 8
25 Male 3.0 2 7 5 2 57500.0 10
18 Male 3.63 0 5 5 4 25100.0 10
20 Male 3.49 1 1 4 1 25000.0 3
20 Female 2.04 0 1 8 2 68500.0 10
26 Male 3.26 1 8 2 4 66100.0 3
22 Male 2.87 4 6 4 4 40300.0 6
29 Female 2.91 4 4 5 3 72900.0 8
26 Female 3.64 0 3 9 3 52500.0 10
26 Female 3.1 3 9 3 2 67100.0 2
18 Male 3.77 3 9 1 4 45600.0 1
19 Female 3.43 1 4 4 0 54700.0 10
22 Female 3.11 4 8 10 3 44900.0 1
21 Male 3.51 4 4 6 4 75100.0 7
27 Male 2.08 0 8 7 3 47600.0 2
26 Female 2.05 0 7 4 1 48700.0 9
24 Female 2.17 3 6 4 4 25800.0 10
23 Other 2.88 3 7 6 4 48200.0 4
24 Female 2.47 3 6 1 5 76100.0 7
18 Female 3.97 2 6 5 1 70300.0 5
18 Female 3.08 4 7 3 5 47300.0 5
25 Male 3.32 4 4 8 3 48600.0 7
19 Male 2.56 0 5 5 1 31300.0 9
29 Male 2.64 4 9 7 2 55200.0 4
27 Female 2.67 0 2 8 0 54900.0 9
28 Female 3.4 2 9 8 3 57900.0 9
26 Female 2.95 3 5 2 4 26200.0 8
24 Male 3.04 2 10 2 2 67400.0 1
23 Female 3.18 3 1 10 3 46600.0 10
18 Male 3.54 3 7 5 0 68400.0 9
18 Male 2.18 0 5 3 4 53100.0 3
19 Female 3.55 3 3 10 1 71400.0 8
23 Female 3.13 2 3 1 0 59700.0 5
23 Other 3.34 1 1 8 5 37400.0 6
19 Male 2.66 0 7 6 3 62300.0 3
18 Female 2.82 3 2 3 4 65300.0 7
27 Male 2.46 3 8 8 3 53200.0 2
22 Male 3.96 4 4 1 0 45800.0 3
22 Female 2.99 0 4 3 4 63900.0 2
19 Female 3.99 0 5 9 0 67300.0 9
23 Female 2.98 2 9 6 3 30300.0 3
26 Male 2.44 1 7 1 5 52000.0 8
19 Female 3.01 2 3 9 4 47000.0 6
27 Male 2.08 2 4 7 4 78400.0 1
19 Female 3.81 2 9 1 4 39300.0 6
20 Male 3.64 1 1 1 3 58300.0 8
24 Male 3.45 2 8 5 2 60400.0 10
23 Female 3.22 0 8 4 5 50900.0 3
29 Female 3.16 1 7 8 3 70700.0 7
25 Male 3.99 3 6 2 1 48600.0 6
25 Male 2.56 4 7 6 2 31700.0 1
23 Female 3.56 4 10 8 3 72000.0 2
29 Male 3.16 0 4 1 1 43300.0 5
28 Male 3.95 4 4 3 0 51400.0 7
27 Male 3.66 4 5 1 1 47700.0 4
20 Male 4.0 4 4 7 5 35800.0 6
20 Female 3.18 3 4 1 4 36200.0 2
18 Female 2.41 4 9 9 5 26900.0 5
24 Female 3.01 2 6 8 2 57800.0 10
22 Other 3.42 0 3 3 3 60800.0 3
21 Male 3.55 0 3 4 5 53700.0 1
27 Male 2.0 0 10 9 3 59100.0 6
21 Male 3.01 3 8 10 4 48000.0 9
21 Male 2.47 3 3 6 2 53000.0 10
23 Male 3.75 4 4 5 2 49600.0 8
25 Female 2.31 2 6 5 5 48900.0 4
25 Female 3.33 4 9 1 4 33700.0 8
22 Male 2.53 0 6 1 2 69800.0 5
23 Female 2.71 2 3 3 4 45700.0 3
21 Female 3.88 0 6 2 1 43100.0 4
29 Female 2.48 2 4 10 5 41600.0 7
28 Female 2.19 1 5 1 4 44200.0 5
26 Female 2.14 3 5 5 3 44400.0 4
25 Female 3.01 3 3 3 0 52900.0 3
27 Female 3.28 0 5 7 1 25000.0 3
29 Female 2.65 0 5 8 5 37100.0 10
27 Male 3.38 1 7 10 5 72300.0 6
18 Male 2.12 4 9 6 5 71300.0 8
19 Female 3.71 2 5 5 3 46100.0 4
26 Male 3.63 1 9 10 1 87400.0 1
25 Male 3.97 1 5 5 3 60500.0 4
20 Female 3.87 0 4 1 2 72100.0 5
25 Male 2.71 0 6 6 4 51400.0 8
29 Female 2.8 4 8 6 3 46200.0 7
18 Female 3.49 4 4 3 3 64300.0 2
27 Other 2.27 0 5 4 2 66800.0 9
21 Female 2.63 3 10 4 0 45900.0 3
20 Male 2.24 4 1 6 0 56600.0 9
23 Female 2.91 1 10 8 4 25000.0 1
24 Female 3.1 0 1 9 2 40200.0 9
21 Other 2.42 2 8 9 1 71400.0 7
24 Male 2.05 2 7 5 3 42000.0 2
26 Male 3.44 3 5 8 4 49200.0 10
28 Female 2.04 0 9 8 0 48100.0 7
19 Male 3.95 1 1 10 1 33600.0 1
28 Female 2.44 3 3 4 5 48700.0 3
20 Male 3.33 1 6 4 2 46900.0 7
22 Male 2.87 2 1 3 5 36300.0 3
20 Male 2.12 1 6 5 3 47800.0 2
28 Male 2.94 2 2 8 5 32300.0 5
25 Female 3.03 4 10 8 5 49300.0 3
29 Female 3.71 2 5 9 3 48900.0 9
27 Male 3.46 2 10 1 0 79600.0 7
25 Female 2.16 3 2 4 5 38000.0 1
25 Male 2.42 3 1 6 0 62200.0 1
29 Female 2.62 0 4 5 4 28300.0 6
29 Male 2.23 0 2 4 5 86900.0 4
26 Female 2.91 2 9 3 5 55900.0 1
21 Female 3.97 4 3 2 3 53600.0 9
22 Female 3.03 0 9 9 3 59200.0 2
22 Female 3.48 2 4 10 5 51000.0 1
25 Female 3.37 3 10 3 5 43800.0 3
24 Other 3.7 0 7 4 3 35900.0 10
26 Female 2.43 0 7 1 3 53000.0 1
25 Female 3.51 2 6 1 1 68800.0 4
19 Female 3.76 2 8 10 2 25000.0 4
27 Male 2.34 1 6 9 1 83200.0 6
29 Female 2.69 1 9 4 5 37100.0 3
21 Male 3.94 4 5 10 2 54600.0 9
23 Female 3.56 0 3 4 1 39100.0 6
29 Female 2.57 1 5 6 4 49100.0 7
19 Female 3.13 2 4 2 2 54900.0 6
24 Male 2.81 0 3 6 3 47300.0 9
20 Male 2.98 1 1 7 2 52700.0 2
20 Female 2.71 4 8 1 3 51700.0 8
28 Female 2.56 4 4 8 4 58400.0 5
19 Male 3.35 4 3 6 5 57400.0 2
28 Male 3.56 4 4 9 2 25000.0 7
25 Female 3.75 2 1 4 0 45000.0 5
23 Female 2.31 4 6 2 3 70100.0 8
18 Male 3.65 3 3 9 2 62700.0 10
29 Male 2.51 4 8 8 1 33300.0 6
18 Male 2.85 1 10 2 2 44400.0 7
24 Other 3.8 0 5 8 3 46600.0 1
25 Male 2.91 1 9 8 0 46300.0 2
22 Male 2.39 0 9 5 0 47600.0 9
29 Male 2.32 2 2 7 1 42300.0 7
28 Male 2.95 0 5 7 4 35500.0 7
22 Female 3.53 3 7 4 0 81900.0 4
21 Male 3.99 4 7 6 5 52700.0 4
23 Male 3.57 1 10 10 4 46800.0 3
23 Male 3.75 0 3 6 3 61300.0 10
20 Male 3.5 1 7 6 2 26600.0 4
26 Male 3.79 4 7 9 4 58200.0 10
29 Female 2.15 2 4 2 5 28000.0 6
28 Female 3.86 4 7 10 3 55400.0 3
24 Female 2.79 2 8 8 3 37100.0 10
18 Female 3.84 1 3 8 3 60500.0 8
24 Female 2.15 2 2 1 5 89900.0 1
22 Male 3.43 2 9 2 1 52300.0 6
22 Female 3.47 2 7 4 5 27600.0 2
19 Female 3.99 2 1 5 1 40200.0 1
21 Female 3.54 2 10 5 4 55100.0 4
29 Female 2.77 0 10 6 3 69000.0 6
23 Male 3.11 2 9 7 4 33300.0 7
27 Female 2.73 2 5 1 0 78100.0 1
28 Female 2.39 4 2 7 4 59500.0 3
24 Other 2.5 4 7 6 2 49800.0 6
28 Male 2.44 4 9 5 3 63000.0 6
22 Male 3.1 2 3 6 4 31000.0 10
26 Male 3.81 4 4 8 1 36300.0 6
20 Female 3.83 0 9 6 2 29400.0 7
18 Male 2.11 1 2 5 4 83600.0 7
21 Male 2.16 4 4 6 4 50200.0 10
26 Other 2.49 4 5 9 4 52700.0 8
21 Male 2.51 0 4 1 5 67000.0 2
19 Female 2.19 3 7 3 5 28600.0 10
27 Male 2.78 3 6 3 5 37800.0 1
22 Female 3.18 0 9 9 1 55300.0 10
20 Female 3.16 4 4 3 4 75300.0 7
29 Female 3.09 1 9 6 5 63300.0 1
26 Female 2.68 4 1 9 0 55300.0 2
21 Male 3.41 0 6 10 0 53900.0 1
23 Male 3.65 0 7 5 0 66900.0 1
19 Male 2.69 2 9 10 4 35500.0 3
23 Female 2.17 0 1 9 2 54500.0 4
20 Female 2.59 2 1 9 1 57000.0 5
29 Male 2.27 0 2 6 0 46000.0 5
29 Female 2.93 2 6 8 0 48000.0 2
26 Male 2.31 2 3 9 5 25800.0 3
28 Female 2.93 4 6 9 2 41700.0 8
19 Other 2.44 2 2 8 0 25000.0 2
29 Male 3.48 3 10 4 1 60100.0 4
29 Female 2.06 0 6 8 2 51900.0 7
26 Male 3.11 1 7 2 3 48000.0 9
22 Female 2.34 0 6 3 1 53900.0 3
25 Female 2.0 4 2 9 1 54500.0 3
19 Male 3.74 4 5 10 4 44800.0 7
23 Male 3.34 2 10 4 3 29100.0 8
20 Male 2.2 4 6 2 3 57500.0 4
29 Female 3.33 4 8 3 2 35100.0 1
29 Female 3.22 0 9 7 0 55300.0 5
27 Male 2.95 3 5 9 3 69700.0 4
22 Female 2.84 3 7 7 2 76600.0 8
29 Female 3.77 2 4 8 3 55700.0 7
25 Male 2.49 4 10 3 5 45400.0 2
27 Male 2.8 4 5 7 1 42900.0 6
18 Female 2.66 3 1 1 5 55100.0 4
22 Female 3.54 2 3 6 3 25000.0 7
20 Male 3.83 4 2 3 0 37900.0 9
21 Male 3.7 2 6 2 2 38600.0 7
19 Male 3.6 0 9 4 0 56200.0 2
26 Female 3.97 4 10 9 4 49200.0 8
20 Male 3.39 4 3 6 0 52300.0 6
19 Male 3.5 4 2 9 0 48100.0 9
27 Female 3.97 3 2 8 2 46700.0 7
28 Female 2.01 3 6 5 5 54600.0 5
26 Male 3.27 4 10 8 1 60500.0 8
24 Male 3.48 4 6 2 5 66000.0 7
23 Female 3.84 0 5 8 3 49600.0 1
18 Male 3.77 0 9 1 3 65800.0 5
22 Male 3.68 2 7 3 2 73900.0 7
29 Female 3.89 2 7 7 2 40900.0 10
28 Male 3.07 3 1 4 5 61900.0 7
28 Female 2.01 1 10 7 1 41500.0 3
20 Female 2.02 0 10 1 1 68400.0 5
18 Male 3.09 2 2 7 4 52800.0 8
21 Male 2.87 0 3 3 3 44100.0 9
19 Female 2.9 0 5 2 3 36400.0 9
19 Female 2.8 1 4 9 4 41400.0 10
20 Female 3.84 0 8 2 2 47700.0 5
25 Female 2.72 1 4 3 3 66900.0 2
25 Male 3.71 1 6 3 0 45500.0 8
29 Female 3.81 0 9 4 2 43200.0 7
24 Male 3.0 0 2 7 2 76600.0 4
23 Male 2.89 2 8 7 1 44000.0 5
26 Male 3.52 0 5 9 5 32600.0 10
21 Male 3.42 0 10 10 4 29500.0 10
29 Female 2.66 0 6 8 5 38900.0 2
18 Male 2.21 2 3 6 5 50000.0 9
25 Male 2.53 1 8 6 2 50400.0 6
24 Male 2.26 2 2 5 1 40700.0 9
24 Female 2.59 0 1 2 0 26800.0 8
20 Female 2.52 4 1 6 0 36700.0 1
21 Male 3.28 0 8 6 3 30200.0 9
27 Male 3.91 2 2 5 4 25000.0 9
26 Male 3.37 2 5 6 4 25000.0 4
23 Female 3.85 3 2 5 1 54400.0 1
22 Female 3.57 4 4 4 3 45400.0 4
20 Female 3.46 2 9 3 5 58800.0 6
26 Female 2.83 1 2 1 4 39900.0 4
22 Male 2.65 0 4 4 3 40900.0 9
22 Female 3.69 1 10 9 1 37100.0 4
21 Female 3.81 2 5 7 3 36600.0 10
21 Male 2.9 2 10 7 2 38600.0 8
29 Male 2.02 1 10 7 2 76000.0 2
18 Female 3.59 1 5 4 2 48300.0 7
24 Female 2.57 3 5 7 2 38100.0 8
26 Male 2.02 0 10 2 0 64400.0 6
20 Female 3.61 1 10 8 5 49600.0 10
29 Female 3.03 0 2 10 0 66200.0 6
19 Male 3.37 4 8 8 4 57500.0 8
20 Male 3.83 2 5 9 0 52100.0 3
18 Male 3.08 1 6 5 5 54500.0 2
23 Female 3.01 4 8 10 3 55700.0 9
28 Male 2.58 2 8 8 3 30900.0 8
28 Male 2.61 3 10 2 0 51800.0 10
24 Female 3.59 2 7 10 3 54200.0 5
28 Female 2.9 1 8 10 5 56100.0 5
28 Male 2.33 4 10 8 4 42700.0 6
19 Male 2.19 4 7 10 1 68100.0 6
25 Female 2.95 4 10 9 0 53400.0 2
23 Female 2.93 2 6 6 2 43800.0 7
21 Female 3.31 0 5 6 3 56100.0 3
22 Male 2.94 0 5 4 3 65600.0 8
25 Female 2.29 2 8 8 1 39100.0 9
20 Female 3.02 1 1 7 4 37100.0 3
20 Female 3.81 2 2 9 3 62300.0 6
28 Female 2.32 0 1 1 2 64500.0 8
21 Male 3.38 2 10 10 1 48400.0 6
18 Male 3.19 4 7 8 3 47200.0 10
26 Female 3.5 1 9 8 5 63300.0 3
25 Female 2.3 1 7 9 5 38000.0 4
25 Female 3.88 3 9 7 2 25000.0 9
27 Male 3.24 2 4 9 5 51700.0 1
23 Female 3.69 4 7 10 3 51700.0 4
24 Female 2.49 2 10 8 2 64000.0 10
23 Male 3.48 3 10 9 5 62000.0 1
26 Male 3.56 3 7 9 1 75000.0 8
20 Female 2.79 2 10 1 4 54000.0 7
20 Female 2.77 2 10 3 0 83200.0 7
20 Female 3.32 2 2 6 5 67600.0 2
27 Female 2.19 0 2 7 0 51700.0 10
20 Male 3.47 3 8 4 4 66000.0 6
26 Male 2.09 1 2 10 3 36600.0 8
29 Female 2.38 0 1 2 1 45800.0 8
21 Female 3.33 4 1 4 2 47800.0 5
24 Female 2.2 1 1 6 1 47200.0 8
26 Female 3.94 1 6 4 4 62800.0 2
28 Male 3.74 1 5 10 3 66500.0 4
29 Female 3.25 3 7 2 3 61800.0 10
24 Male 3.64 4 3 9 4 40600.0 2
26 Male 3.78 0 5 1 1 60200.0 5
29 Male 2.52 4 2 10 0 68200.0 3
20 Male 3.7 0 9 7 1 60900.0 6
21 Male 2.39 3 9 9 5 28800.0 7
25 Male 2.83 4 4 3 3 35500.0 6
23 Male 3.12 1 2 6 3 58400.0 2
22 Male 3.43 4 10 9 5 67500.0 2
21 Female 2.06 3 8 9 5 35300.0 4
25 Male 2.58 3 4 4 4 49900.0 7
18 Male 3.22 3 5 8 1 50700.0 8
26 Female 2.71 0 4 8 0 34900.0 5
18 Female 3.55 4 2 7 1 54200.0 10
25 Female 3.3 1 6 6 5 55900.0 1
21 Male 2.47 1 1 3 3 52600.0 9
26 Female 2.29 2 8 4 1 65000.0 8
28 Male 3.26 3 1 9 3 49400.0 1
22 Male 2.9 1 5 10 3 60600.0 9
20 Male 2.34 3 9 7 2 56400.0 5
26 Female 2.65 1 1 8 0 59900.0 8
28 Male 2.61 4 10 6 4 43000.0 10
26 Male 2.22 2 7 1 5 58100.0 10
21 Male 3.09 3 7 9 0 67500.0 2
28 Female 3.53 0 5 3 1 64100.0 7
21 Female 3.15 0 4 3 5 68500.0 9
29 Male 3.65 1 9 9 5 52900.0 7
25 Female 2.26 4 5 4 2 74000.0 9
19 Female 2.87 3 1 8 3 45700.0 4
26 Female 3.22 2 9 4 0 46200.0 5
23 Male 3.35 4 5 2 3 76300.0 7
26 Female 3.39 1 9 5 3 57000.0 1
25 Male 3.46 4 8 3 2 63700.0 2
24 Female 3.3 2 10 4 5 25000.0 2
18 Male 2.19 4 7 3 5 55500.0 10
29 Male 3.39 3 6 1 0 54200.0 9
20 Male 3.45 1 9 4 2 58700.0 3
28 Female 3.99 2 4 9 3 58400.0 9
19 Male 3.39 1 5 7 0 45000.0 1
22 Female 3.37 3 1 6 5 86800.0 3
22 Male 3.03 2 7 10 3 38200.0 10
22 Female 3.74 2 6 9 3 46500.0 2
21 Female 3.99 1 7 4 0 64100.0 2
22 Female 3.56 4 1 6 4 34900.0 1
20 Female 3.23 4 7 3 2 49300.0 6
29 Female 2.16 0 7 3 1 61800.0 5
18 Male 3.45 0 8 10 5 43200.0 5
22 Female 3.42 2 2 10 3 40000.0 9
26 Male 3.55 1 1 8 5 56700.0 6
26 Female 2.25 2 1 5 2 52700.0 9
21 Female 3.31 1 8 8 2 40900.0 4
20 Male 2.59 3 7 9 0 52400.0 7
18 Male 3.52 0 9 2 0 50000.0 4
19 Male 2.48 2 2 7 0 65000.0 1
25 Female 3.37 3 4 2 2 35800.0 4
18 Female 2.59 4 8 7 0 37700.0 2
25 Female 2.02 0 6 3 1 46500.0 5
24 Female 3.27 1 2 8 2 46200.0 2
25 Female 2.23 4 10 4 0 64400.0 2
29 Male 3.32 4 2 9 3 52500.0 4
23 Male 3.85 3 7 4 2 60000.0 7
29 Female 3.94 2 9 2 4 71700.0 3
26 Female 2.47 2 8 4 4 38000.0 7
20 Female 3.62 3 2 5 2 71800.0 9
27 Male 2.71 4 3 8 2 50500.0 3
21 Male 3.8 0 8 3 4 25000.0 4
23 Male 3.57 4 4 9 3 53600.0 1
25 Male 2.15 3 6 9 3 29300.0 7
22 Male 2.81 4 2 10 3 30300.0 1
20 Female 2.67 4 1 3 1 35100.0 3
23 Male 3.57 4 6 8 5 49000.0 9
21 Female 2.82 4 8 6 5 31300.0 5
26 Male 3.37 0 5 6 1 69100.0 10
20 Female 3.2 1 1 2 3 66800.0 10
21 Male 3.95 1 10 8 4 89100.0 2
24 Male 3.88 2 2 7 1 48800.0 9
24 Male 2.86 1 3 2 0 42800.0 6
29 Other 3.45 1 2 4 5 53300.0 9
29 Female 3.66 1 9 5 1 63000.0 4
21 Male 3.8 4 10 9 4 69400.0 6
23 Male 2.14 4 2 10 4 41000.0 7
29 Female 2.6 0 3 2 2 65100.0 6
20 Male 2.64 4 9 7 4 65100.0 4
23 Male 2.87 4 3 5 3 94400.0 8
29 Female 2.34 1 8 2 4 71300.0 6
19 Female 2.99 0 8 10 1 78200.0 2
25 Male 3.33 0 3 3 1 79900.0 6
19 Male 2.99 1 10 5 1 40100.0 1
28 Female 3.33 1 10 10 4 38600.0 9
24 Male 2.13 0 3 1 3 65000.0 10
26 Male 3.75 3 8 7 5 44700.0 7
18 Female 3.88 1 3 1 3 61800.0 8
25 Female 3.24 1 4 6 2 49000.0 4
24 Male 3.76 0 5 6 0 56200.0 8
23 Other 2.26 3 7 1 3 55000.0 1
23 Female 3.59 3 1 7 5 60900.0 4
23 Male 2.24 2 8 8 5 32300.0 6
26 Other 2.82 3 3 3 1 30800.0 10
19 Male 2.65 1 7 10 2 48600.0 7
18 Male 3.17 4 10 1 5 51800.0 3
29 Female 2.6 0 3 2 3 75200.0 10
23 Male 3.27 1 9 1 3 56500.0 10
27 Male 2.73 0 10 9 0 53700.0 2
28 Male 3.72 3 5 4 0 46300.0 9
25 Male 3.27 0 3 7 0 57800.0 1
20 Female 2.43 1 3 5 3 46600.0 10
29 Female 2.67 4 4 9 5 32300.0 1
27 Other 3.69 1 5 9 3 66100.0 10
18 Male 2.77 2 5 6 1 42600.0 2
26 Male 3.07 0 8 5 4 43600.0 5
18 Male 3.3 1 10 10 0 28700.0 1
20 Male 2.7 3 6 1 1 55700.0 6
25 Male 2.59 3 5 4 1 75700.0 8
20 Female 2.95 1 2 5 5 25000.0 10
21 Female 2.43 2 5 9 2 25900.0 2
25 Other 2.57 0 7 2 1 56100.0 5
18 Male 2.12 2 3 2 0 54000.0 3
23 Female 2.61 4 7 3 4 42900.0 2
18 Male 2.64 1 1 3 1 41700.0 6
18 Male 3.92 2 6 7 3 54400.0 1
25 Female 3.18 4 1 1 3 25000.0 8
28 Female 3.57 2 7 2 1 30400.0 6
21 Male 2.09 4 6 1 0 34900.0 4
29 Male 2.21 3 10 9 5 44100.0 5
18 Male 3.63 3 1 10 5 44500.0 2
27 Female 3.25 1 9 9 4 25000.0 8
24 Male 2.38 2 5 3 4 30500.0 6
22 Other 2.81 3 7 3 0 58600.0 6
22 Male 3.08 0 1 1 3 57600.0 3
18 Male 3.69 3 8 5 3 63000.0 1
27 Female 2.12 3 8 3 5 57900.0 8
28 Female 3.19 2 9 2 5 48400.0 7
